,WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,CALI,RMED,RDEP,RHOB,GR,NPHI,PEF,DRHO,DTC,SP,BS
23,31/2-19 S,1540.7744,520157.21875,6753015.0,-1518.0307619999999,17.824882507,0.9149338603,0.9229157567,,168.83679199,0.5074740052000001,4.5316324234,0.0099984249,141.37321472,144.17076111,12.250000954
24,31/2-19 S,1540.9264,520157.1875,6753015.0,-1518.1811519999999,17.723119735999997,0.9323606490999999,0.9331991673000001,,167.89453125,0.5341312289,4.7662534714,0.0148960631,141.11962891,143.75344849,12.250000954
25,31/2-19 S,1541.0784,520157.15625,6753015.0,-1518.329346,17.82611084,0.9234730004999999,0.9270010591,,165.39172363,0.5487107635,5.0442657471,0.0182083994,139.06047058,143.84104919,12.250000954
26,31/2-19 S,1541.2304,520157.125,6753015.0,-1518.476196,18.056419373,0.8953291774,0.8998630047,,168.84730530000002,0.5438944697,5.179728508,0.017171653000000002,138.8296814,143.61367798,12.250000954
27,31/2-19 S,1541.3824,520157.125,6753015.5,-1518.622803,18.03368187,0.8816947341,0.8839296699,,169.35922241,0.5376386046,4.9336109161,0.0131335957,137.52947998,143.5921936,12.250000954
28,31/2-19 S,1541.5344,520157.09375,6753015.5,-1518.769409,17.929288864,0.9052748084000001,0.9125070572,,164.07954407,0.517927289,4.6851801872,0.011459055400000001,138.5345459,143.71685791,12.250000954
29,31/2-19 S,1541.6864,520157.0625,6753015.5,-1518.9160160000001,17.901601790999997,0.9049803019,0.9112779498,,166.42149353,0.5225771666,4.63210392,0.0124716535,138.79577637,143.84153748,12.250000954
30,31/2-19 S,1541.8384,520157.03125,6753015.5,-1519.0626220000001,17.846839905,0.9367425442,0.948728323,,168.23353577,0.5217383503999999,4.5926685332999995,0.013191863,137.82907104,144.19422913,12.250000954
31,31/2-19 S,1541.9904,520157.0,6753015.5,-1519.209106,17.922885895,0.9540168046999999,0.9689530134000001,,159.91070557,0.5314598083,4.8297896385,0.0096648289,137.18768311,144.40338135,12.250000954
32,31/2-19 S,1542.1424,520156.96875,6753015.5,-1519.355835,17.843891144,0.9909511805,1.0094559193000001,,159.57627869,0.5249338746,4.9239654541,0.0077929133999999995,136.87719727,144.89025879,12.250000954
33,31/2-19 S,1542.2944,520156.9375,6753015.5,-1519.502441,17.667221069,1.0062044859000001,1.0288193226,,161.7467041,0.5161083937,4.9673957825,0.0106314961,135.58932495,146.00984192,12.250000954
34,31/2-19 S,1542.4464,520156.90625,6753015.5,-1519.649048,17.70438385,1.0186222792,1.0413155556,,165.98577881,0.508402884,4.784201622,0.0136698158,134.64237976,145.92552185,12.250000954
35,31/2-19 S,1542.5984,520156.875,6753015.5,-1519.795654,17.730300903,1.0451259613,1.0712953806,,161.19483948,0.5009409189,4.7282409668000005,0.014041732099999999,133.38481140000002,145.75,12.250000954
36,31/2-19 S,1542.7504,520156.875,6753015.5,-1519.942261,17.718261719,1.0371658802,1.0619388819,,160.17929077,0.4979005158,4.6985201836,0.0158989504,132.34373474,146.33004761,12.250000954
37,31/2-19 S,1542.9024,520156.84375,6753015.5,-1520.088745,17.700931549,1.0273703337,1.0522506237,,156.56578064,0.4766593277,4.5450391769,0.015348556499999999,132.28166199,145.89567566,12.250000954
38,31/2-19 S,1543.0544,520156.8125,6753015.5,-1520.235352,17.665111542000002,1.021777153,1.0471771955,2.1051149368,157.91638184,0.47925511,4.4454879761,0.0130283469,132.1725769,146.28936768,12.250000954
39,31/2-19 S,1543.2064,520156.78125,6753015.5,-1520.381958,17.620292664,1.0219768286,1.0505541563,,157.05599976,0.4880362153,4.5677485466,0.0093346462,132.78927612,146.12123108,12.250000954
40,31/2-19 S,1543.3584,520156.75,6753015.5,-1520.528687,17.576692581,1.0182278156,1.042922616,,152.61181641,0.5078777075,5.1419119835,0.0080296593,131.2996521,145.76164246,12.250000954
41,31/2-19 S,1543.5104,520156.71875,6753015.5,-1520.675293,17.573390960999998,0.9926834106,1.0166550875,,151.5425415,0.5062496066,5.9045424461,0.0091212606,134.86320496,146.03788757,12.250000954
42,31/2-19 S,1543.6624,520156.6875,6753015.5,-1520.821899,17.744819641,0.9778524637,0.9953312278,,150.58862305,0.4995771646,6.330272197699999,0.0114152227,137.9969635,146.14385986,12.250000954
43,31/2-19 S,1543.8144,520156.65625,6753015.5,-1520.968384,17.975227355999998,0.9865808487000001,0.9975727201000001,,156.14080811,0.5074419975,6.1473784447,0.0128259845,138.31675719999998,145.90763855,12.250000954
44,31/2-19 S,1543.9664,520156.625,6753016.0,-1521.11499,18.026039124,0.9828464389,0.993870914,,156.85374451,0.5389086604,5.4329543114,0.0142086614,139.15692139,146.20227051,12.250000954
45,31/2-19 S,1544.1184,520156.59375,6753016.0,-1521.2615970000002,17.935064316,1.0010511875,1.0119228363,,163.33708191,0.5640084147,5.0863389969,0.014216798400000001,140.41195679,146.24557495,12.250000954
46,31/2-19 S,1544.2704,520156.59375,6753016.0,-1521.408203,18.094226837,1.0152323246,1.028482914,,164.83624268,0.5540524721,5.1022377014,0.014481364699999999,141.24380493,145.71473694,12.250000954
47,31/2-19 S,1544.4224,520156.5625,6753016.0,-1521.5548099999999,18.217514038,1.0117197037,1.0234110355,,165.70980835,0.515730679,5.2716708183,0.014905511399999998,142.80470276,145.62844849,12.250000954
48,31/2-19 S,1544.5744,520156.53125,6753016.0,-1521.701538,18.165027618,0.9812892079000001,0.9892325401000001,,170.74403381,0.5061086415999999,5.1776866913,0.025509186099999998,144.89466858,145.09039307,12.250000954
49,31/2-19 S,1544.7264,520156.5,6753016.0,-1521.8480220000001,18.200872421,0.9271727204000001,0.9299619198000001,,173.19017029,0.5194485784,4.9260544777,0.038557481,146.67576599,144.60006714,12.250000954
50,31/2-19 S,1544.8784,520156.46875,6753016.0,-1521.9946289999998,18.242044449,0.8570803404,0.8513441086,,165.59701538,0.5364149809000001,5.004981041000001,0.041858267000000005,145.9370575,144.03445435,12.250000954
51,31/2-19 S,1545.0304,520156.4375,6753016.0,-1522.141235,18.228624344,0.7997125983,0.7953320145999999,,169.74472046,0.5463170409,5.372420311,0.031819161,143.67791748,143.51739502,12.250000954
52,31/2-19 S,1545.1824,520156.40625,6753016.0,-1522.287842,18.363790512,0.7866564393000001,0.7850611806000001,,173.75112915,0.5514236093,5.631597995800001,0.0200448819,143.90737915,144.00492859,12.250000954
53,31/2-19 S,1545.3344,520156.375,6753016.0,-1522.434448,18.208984375,0.7911117673,0.7886740565000001,,175.64837646,0.5443330407,5.7294888496,0.0111118108,144.65744019,143.18307495,12.250000954
54,31/2-19 S,1545.4864,520156.34375,6753016.0,-1522.581055,18.163999557,0.7659333348,0.7616000175,1.8710666894999999,175.84840393,0.5228999853,5.5062332153,0.0069333329,145.58233643,142.41667175,12.250000954
55,31/2-19 S,1545.6384,520156.34375,6753016.0,-1522.727783,18.289070129000002,0.7413113117,0.7333230972,1.9100171328,175.8164978,0.5054017901,5.2622842789,0.0067976378,145.21490479,143.30856323,12.250000954
56,31/2-19 S,1545.7904,520156.3125,6753016.0,-1522.874268,18.436929703,0.7516062856,0.7475299239000001,,172.14195251,0.5001724362,5.1992416382,0.0095472448,145.78839111,143.52313232,12.250000954
57,31/2-19 S,1545.9424,520156.28125,6753016.0,-1523.020874,18.508827209,0.7544637918000001,0.7523073554,,175.16534424,0.49821889399999997,5.3231458664,0.013237532199999999,144.97386169,143.29264832,12.250000954
58,31/2-19 S,1546.0944,520156.25,6753016.0,-1523.16748,18.328582764,0.78234303,0.7769871354000001,,169.04086304,0.5036992431,5.5345816612,0.020536745,142.87908936,143.53707886,12.250000954
59,31/2-19 S,1546.2464,520156.21875,6753016.0,-1523.314087,18.368362427,0.819051981,0.8172842859999999,,158.45048523,0.5041244029999999,5.414164543200001,0.018079528600000002,142.84431458,143.52410889,12.250000954
60,31/2-19 S,1546.3984,520156.1875,6753016.0,-1523.460693,18.362337112,0.8445805906999999,0.8420957923000001,2.0484201908,156.73245239,0.49804356689999996,5.060653686499999,0.0135377953,140.74053955,143.07136536,12.250000954
61,31/2-19 S,1546.5504,520156.15625,6753016.0,-1523.6073,18.287244797,0.8422865868000001,0.8371438384000001,,157.2723999,0.49171024560000004,4.6663265227999995,0.0142559055,139.25178528,143.15863037,12.250000954
62,31/2-19 S,1546.7024,520156.125,6753016.5,-1523.7539060000001,18.230478287,0.8191732168000001,0.8115071058,,157.33233643,0.48888975380000005,4.356215477,0.01109685,139.16824341,143.19143677,12.250000954
63,31/2-19 S,1546.8544,520156.09375,6753016.5,-1523.900513,18.137458800999998,0.8521338701000001,0.8458417058,,159.87207031,0.49988189340000005,4.4211816788,0.0029839894,136.1879425,143.80822754,12.250000954
64,31/2-19 S,1547.0064,520156.09375,6753016.5,-1524.0471189999998,18.209169388,0.8967417479,0.8885756134999999,2.1273877621,160.09199524,0.5194566846,4.7029676437,0.0011729660000000001,134.7258606,143.90731812,12.250000954
65,31/2-19 S,1547.1584,520156.0625,6753016.5,-1524.193726,18.289878845,0.9452369809000001,0.9392551184000001,,159.79664612,0.537997663,5.1332936287,0.0039771651,134.48434448,143.35137939,12.250000954
66,31/2-19 S,1547.3104,520156.03125,6753016.5,-1524.340332,18.276191711,1.0512764454,1.0557701588,,163.70710754,0.538392961,5.3953504562,0.006624409499999999,134.07472229,143.68077087,12.250000954
67,31/2-19 S,1547.4624,520156.0,6753016.5,-1524.486938,18.338558197,1.0639550685999999,1.0653748512,,169.04777527,0.5249425173,5.592910766599999,0.0080060363,136.28611755,144.0,12.250000954
68,31/2-19 S,1547.6144,520155.96875,6753016.5,-1524.633423,18.46015358,1.0367267132,1.0337527990000002,,171.85494995,0.5274779797,5.5118398666,0.0065362202,139.50132751,143.96063232,12.250000954
69,31/2-19 S,1547.7664,520155.9375,6753016.5,-1524.780151,18.594047546,1.0417567492,1.0418050289,,174.56863403,0.5418722034000001,4.9065480232,0.00926378,142.2217865,143.66305542,12.250000954
70,31/2-19 S,1547.9184,520155.90625,6753016.5,-1524.926758,18.578760147,1.0244117975,1.0313966274,,176.34011841,0.5562454461999999,4.3911752701,0.0108753284,141.59326172,143.46095276,12.250000954
71,31/2-19 S,1548.0704,520155.875,6753016.5,-1525.073364,18.706388474,1.0084739923000001,1.0195692778,,180.51731873,0.5568346381,4.3315825462,0.0068299212,140.94363403,143.67076111,12.250000954
72,31/2-19 S,1548.2224,520155.84375,6753016.5,-1525.219971,18.626651764000002,0.9684719443,0.9741015434,2.1098296642,185.84370422,0.5481154919,4.7404980659,0.0033611547999999997,139.70593262,143.7350769,12.250000954
73,31/2-19 S,1548.3744,520155.84375,6753016.5,-1525.366577,18.61299324,0.9234588145999999,0.9218430518999999,,184.03649902,0.5367900133,4.9750518799000005,0.0063007874,139.54942322,143.84170532,12.250000954
74,31/2-19 S,1548.5264,520155.8125,6753016.5,-1525.513062,18.61362648,0.8930645585,0.8925811052,2.1300196648,178.37573242,0.5226031542,4.8450064659,0.0036866143,139.51086426,143.40010071,12.250000954
75,31/2-19 S,1548.6784,520155.78125,6753016.5,-1525.659668,18.531118393,0.8766126037,0.8782737254999999,,170.85704041,0.5071598291,4.7585992812999995,-0.000745407,137.63954163,143.63583374,12.250000954
76,31/2-19 S,1548.8304,520155.75,6753016.5,-1525.806274,18.414871215999998,0.8918766379,0.8940029144,,166.93695068,0.5003693104,4.6051211357,-0.00013858299999999998,136.3037262,143.61941528,12.250000954
77,31/2-19 S,1548.9824,520155.71875,6753016.5,-1525.9530029999999,18.402296065999998,0.9113968611,0.9108866453,2.1870670319,165.501297,0.5018401742,4.4269080162,0.0010425197,135.49917603,143.10974121,12.250000954
78,31/2-19 S,1549.1344,520155.6875,6753016.5,-1526.0996089999999,18.455429077,0.9416146874,0.9421727061,2.1804265976,163.76847839,0.5148112774,4.3247952461,-0.004474540999999999,134.62612915,142.78657532,12.250000954
79,31/2-19 S,1549.2864,520155.65625,6753016.5,-1526.246216,18.501531601,1.0121541023,1.0138727427,,159.66859436,0.5307945013,4.3509230614,-0.005976115,134.1237793,143.02558899,12.250000954
80,31/2-19 S,1549.4384,520155.625,6753017.0,-1526.392822,18.608230590999998,1.0632795095,1.0659158229999999,,156.04455566,0.5441992283,4.5283360481,-0.0030637790000000004,134.16206359999998,142.95079041,12.250000954
81,31/2-19 S,1549.5904,520155.59375,6753017.0,-1526.539307,18.674184799000002,1.0825966597,1.0855412483,,172.04853821,0.5696976185,4.7247695923,-0.00192126,135.09156799,142.8989563,12.250000954
82,31/2-19 S,1549.7424,520155.5625,6753017.0,-1526.685913,18.533182144,1.1041818856999999,1.108046174,,185.60343933,0.5680961013,4.9546051025,-0.0015034120000000002,136.77328491,142.74047852,12.250000954
83,31/2-19 S,1549.8944,520155.5625,6753017.0,-1526.83252,18.5157547,1.0527330637,1.0496786833,,186.14175415,0.5496866107,5.1842956543000005,0.0004125985,138.69737244,142.74703979,12.250000954
84,31/2-19 S,1550.0464,520155.53125,6753017.0,-1526.979126,18.559854507,0.9828905463,0.9726855755,,184.63639832,0.5236813426,5.1523489952,0.0011296589,140.12086487,143.16896057,12.250000954
85,31/2-19 S,1550.1984,520155.5,6753017.0,-1527.125854,18.552957535,0.9471262693000001,0.9354921579000001,,181.76409912,0.5131629704999999,4.9802513123,0.0033167978,141.44116211,143.22866821,12.250000954
86,31/2-19 S,1550.3504,520155.46875,6753017.0,-1527.272461,18.640295029,0.9321866631999999,0.9206779598999999,,172.54310608,0.5218433142,4.8101353645,0.004051181,141.96507263,143.34350586,12.250000954
87,31/2-19 S,1550.5024,520155.4375,6753017.0,-1527.418945,18.715753555,0.9345664382,0.9226283431,,167.91470337,0.515427053,4.650434494,0.0050981627000000005,141.50260925,143.53625488,12.250000954
88,31/2-19 S,1550.6544,520155.40625,6753017.0,-1527.565552,18.753196715999998,0.9417842626999999,0.9295575023,,174.40837097,0.5019257068999999,4.5563559532,0.0059380578,140.78198242,143.16551208,12.250000954
89,31/2-19 S,1550.8064,520155.375,6753017.0,-1527.712158,18.852939606,0.9428031445,0.9294961095000001,2.1878023148,174.3326416,0.4983322918,4.5126142501999995,0.0043929135,139.87420654,143.09054565,12.250000954
90,31/2-19 S,1550.9584,520155.34375,6753017.0,-1527.858765,18.872692108,0.9240629673,0.9111217856,,170.90930176,0.5190551281,4.6351222992,0.0045871395,139.04425049,143.35728455,12.250000954
91,31/2-19 S,1551.1104,520155.3125,6753017.0,-1528.0053710000002,18.787881850999998,0.9451023340000001,0.9340705872,,166.88825989,0.5435406566,4.8801732063,0.0073934384,139.62832642,142.5475769,12.250000954
92,31/2-19 S,1551.2624,520155.3125,6753017.0,-1528.1521,18.831209183,0.9869574904,0.9741629958,,161.15510559,0.5599543452,4.9688944817000005,0.0059519685,141.0771637,142.40649414,12.250000954
93,31/2-19 S,1551.4144,520155.28125,6753017.0,-1528.298584,18.723791122,0.9998643398,0.9831892252,,166.027771,0.5474057794,4.8196005821,0.0087787397,140.76896667,142.53034973,12.250000954
94,31/2-19 S,1551.5664,520155.25,6753017.0,-1528.4451900000001,18.572458267000002,0.9999068379,0.9887278079999999,2.1552000046,171.62442017,0.5310766101,4.4945230484,0.0233719163,139.42393494,142.24229431,12.250000954
95,31/2-19 S,1551.7184,520155.21875,6753017.0,-1528.591797,18.587427139000003,0.9787472486,0.9693015814,,171.38235474,0.5184598565,4.3632025719,0.026948032900000002,137.48548889,141.62844849,12.250000954
96,31/2-19 S,1551.8704,520155.1875,6753017.0,-1528.7384029999998,18.612627029000002,0.9650264978,0.9539619088,,174.78132629,0.5150981545000001,4.4581871033,0.0162446201,136.03439331,141.25704956,12.250000954
97,31/2-19 S,1552.0224,520155.15625,6753017.0,-1528.88501,18.579399109,0.9678091406999999,0.9601351618999999,2.1555738449,177.19488525,0.5188031793,4.531868934599999,0.012416797700000001,135.47186279,141.58940125,12.250000954
98,31/2-19 S,1552.1744,520155.125,6753017.5,-1529.031616,18.602128983,0.9698432684,0.9654763341,2.1653087139,175.65220642,0.5219134092000001,4.6015329361,0.012146457099999999,134.79936218,141.84695435,12.250000954
99,31/2-19 S,1552.3264,520155.09375,6753017.5,-1529.1782230000001,18.849363327,0.9800414443000001,0.9765671492,,174.43843079,0.5385396481,4.6373887062,0.0099771656,134.28494263,141.42929077,12.250000954
100,31/2-19 S,1552.4784,520155.0625,6753017.5,-1529.324829,18.678365707,0.9756624698999999,0.9661209583,,175.34602356,0.5570792556,4.6594686508,0.010555643600000001,135.97787476,141.54019165,12.250000954
101,31/2-19 S,1552.6304,520155.0625,6753017.5,-1529.471436,18.544384003,0.9722023606,0.9569873809999999,,177.96298218,0.5633000135,4.637011528,0.0111110238,135.73042297,141.63189697,12.250000954
102,31/2-19 S,1552.7824,520155.03125,6753017.5,-1529.618042,18.734689712999998,0.9938826561,0.9825784564,,180.75704956,0.5493504404999999,4.5944013596,0.0124842525,134.18682861,141.84809875,12.250000954
103,31/2-19 S,1552.9344,520155.0,6753017.5,-1529.764648,18.927482605,1.0131267309,1.0025522709,,181.98278809,0.5306666493,4.5118279457,0.0142152235,134.31425476,141.61105347,12.250000954
104,31/2-19 S,1553.0864,520154.96875,6753017.5,-1529.911255,18.749183655,1.0320495367,1.0216408968000001,,186.36357117,0.5019905567,4.3551149368,0.013382676999999999,134.32122803,140.69439697,12.250000954
105,31/2-19 S,1553.2384,520154.9375,6753017.5,-1530.057861,18.527057648,1.0384260416,1.0298333168,2.1759493351,187.74742126,0.4739414752,4.378054142,0.007385039699999999,134.89498901,141.04101563,12.250000954
106,31/2-19 S,1553.3904,520154.90625,6753017.5,-1530.204468,18.538394928,1.0306080579999999,1.0185451508,,179.766922,0.46341285109999997,4.5464577675,0.0017866142999999998,135.41844177,141.26049805,12.250000954
107,31/2-19 S,1553.5424,520154.875,6753017.5,-1530.351074,18.438425064,1.037368536,1.0266724825,,175.58927917,0.4807582796,4.6805491447000005,-0.0011519689999999999,135.26712036,141.36613464,12.250000954
108,31/2-19 S,1553.6944,520154.84375,6753017.5,-1530.497681,18.376424789,1.0540089606999998,1.0443418026,,173.90132141,0.5007372499,4.6361026764,-0.002322572,135.92706299,141.42192078,12.250000954
109,31/2-19 S,1553.8464,520154.8125,6753017.5,-1530.6442869999998,18.56451416,1.2290436029,1.0573167801,,174.06166077,0.49900498990000003,4.4504752159,-0.000807612,136.74258423,141.35351563,12.250000954
110,31/2-19 S,1553.9984,520154.8125,6753017.5,-1530.790894,18.602607727,1.2314472198,1.0760008097,,181.38334656,0.48244017359999997,4.4051470756999995,0.0023346457,136.80729675,141.62745667,12.250000954
111,31/2-19 S,1554.1504,520154.78125,6753017.5,-1530.9375,18.773155212,1.0928688049,1.0857073069,,197.42022705,0.49554279450000005,4.393779277799999,0.0066233598999999995,137.39794922,141.46128845,12.250000954
112,31/2-19 S,1554.3024,520154.75,6753017.5,-1531.0839839999999,18.866704941,1.0876383781,1.0803331137,,212.17271423,0.5108603835000001,4.409735202799999,0.007053806,137.93344116,141.47506714,12.250000954
113,31/2-19 S,1554.4544,520154.71875,6753017.5,-1531.230591,18.701141357,1.0909520388,1.0715378523,,213.26980591,0.5238354206,4.3720331192,0.0056535434,136.98338318,141.07972717,12.250000954
114,31/2-19 S,1554.6064,520154.6875,6753017.5,-1531.377319,18.834804535,1.0603471994,1.0359414815999999,,199.99783325,0.5355493426,4.2224545479,0.0062582679,135.88819885,140.72276306,12.250000954
115,31/2-19 S,1554.7584,520154.65625,6753018.0,-1531.523926,19.024000168,1.0182409286,1.0019968748,,193.12728882,0.5487249493999999,4.141272068,0.0062947506,134.96177673,141.00082397,12.250000954
116,31/2-19 S,1554.9104,520154.625,6753018.0,-1531.670532,19.052984238,1.0143039227,0.9982519745999999,2.1859457493,190.82963562,0.5542315245,4.1080832481,0.0049425201,134.21047974,140.52706909,12.250000954
117,31/2-19 S,1555.0624,520154.59375,6753018.0,-1531.817139,19.06785965,1.0114412308,0.9919829369,2.1856005192,181.34561157,0.5294742584000001,4.133939743,0.007860104599999999,133.61779785,139.65534973,12.250000954
118,31/2-19 S,1555.2144,520154.59375,6753018.0,-1531.963623,19.165552139000003,1.0015672445000001,0.9819094539,,176.20448303,0.5202984214,4.2487373351999995,0.0116002625,132.27708435,139.28132629,12.250000954
119,31/2-19 S,1555.3664,520154.5625,6753018.0,-1532.110229,19.098924637,1.0051692723999999,0.9897590279999999,,175.06373596,0.5338968635,4.3302469254,0.010656693,132.57780457,139.09498596,12.250000954
120,31/2-19 S,1555.5184,520154.5625,6753018.0,-1532.256836,19.014858246,1.0097267628,0.9909884334000001,,173.64755249,0.5565246939999999,4.3672127724,0.0104908133,134.61276245,138.72161865,12.250000954
121,31/2-19 S,1555.6704,520154.53125,6753018.0,-1532.403442,19.146518707000002,1.0022784472,0.9797601104000001,,173.04927063,0.5637459754999999,4.397143364,0.0093349079,135.7885437,138.28526306,12.250000954
122,31/2-19 S,1555.8224,520154.5,6753018.0,-1532.550171,19.327964783,0.9796590805,0.9556204677,,177.08880615,0.5410377979,4.4072632789999995,0.0050078738,135.95985413,138.1235199,12.250000954
123,31/2-19 S,1555.9744,520154.46875,6753018.0,-1532.6967769999999,19.499307632,0.9285632372,0.9029800295999999,,181.92596436,0.5145587921,4.4144978523,0.0025971129000000003,135.62762451,137.70193481,12.250000954
124,31/2-19 S,1556.1264,520154.4375,6753018.0,-1532.8432619999999,19.570194244,0.8861128688,0.8584771156000001,,180.69302368,0.5057126284000001,4.35496521,0.0042937007,135.46418762,137.30822754,12.250000954
125,31/2-19 S,1556.2784,520154.40625,6753018.0,-1532.989868,19.628698349,0.8583739995999999,0.8296755551999999,2.1174702644,183.2428894,0.5192071199,4.2938370705,0.0064322837,135.56996155,137.52755737,12.250000954
126,31/2-19 S,1556.4304,520154.375,6753018.0,-1533.136475,19.59214592,0.8367887139,0.8100199103,2.1279857159,184.30126953,0.5335829258,4.5041871071,0.0104826773,136.88452148,138.19226074,12.250000954
127,31/2-19 S,1556.5824,520154.34375,6753018.0,-1533.283081,19.534126282,0.8361406922,0.8117285967,,179.87432861,0.5320078731,5.0018625259,0.013022309199999998,138.34994507,138.33743286,12.250000954
128,31/2-19 S,1556.7344,520154.3125,6753018.0,-1533.4296880000002,19.483198165999998,0.8441039323999999,0.819560647,,181.27566528,0.5445433259,5.4823141098,0.0133897634,139.10726929,137.9896698,12.250000954
129,31/2-19 S,1556.8864,520154.28125,6753018.0,-1533.576416,19.23948288,0.8505175709999999,0.8199973702,,179.98193359,0.5636096597,5.5577521324,0.021466666800000003,139.92874146,138.51049805,12.250000954
130,31/2-19 S,1557.0384,520154.28125,6753018.0,-1533.7229,19.315658569,0.8592719436,0.8251637815999999,2.0379183292,178.92761230000002,0.5695025921,5.3327059746,0.0349275582,139.9803772,138.81660461,12.250000954
